Fault_Node,Fault_Type,Detected,Test_Cube,Solve_Time_s
G293gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=0 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.44494
G294gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.011538
G294gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=0 G108gat=1 G112gat=1 G115gat=1,10.648943
G295gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013437
G295gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,11.029097
G296gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.009521
G296gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=X G14gat=X G17gat=X G21gat=X G24gat=X G27gat=X G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.002002
G300gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=0 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.018039
G300gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017031
G301gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=0 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.725595
G301gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012514
G302gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=0 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.763
G302gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012513
G303gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=0 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.910225
G303gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013516
G304gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=0 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.909437
G304gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012845
G305gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=0 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.796539
G305gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012014
G306gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=0 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=1,10.746555
G306gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016974
G307gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=0 G108gat=1 G112gat=1 G115gat=1,11.159837
G307gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.014125
G308gat,sa0,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,10.789715
G308gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012525
G309gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=1 G30gat=1 G34gat=1 G37gat=0 G40gat=1 G43gat=1 G47gat=1 G50gat=0 G53gat=1 G56gat=1 G60gat=1 G63gat=0 G66gat=1 G69gat=1 G73gat=1 G76gat=0 G79gat=1 G82gat=1 G86gat=1 G89gat=0 G92gat=1 G95gat=1 G99gat=1 G102gat=0 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.015738
G309gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.013134
G319gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=0 G24gat=1 G27gat=X G30gat=X G34gat=0 G37gat=1 G40gat=X G43gat=X G47gat=0 G50gat=1 G53gat=X G56gat=X G60gat=0 G63gat=1 G66gat=X G69gat=X G73gat=0 G76gat=1 G79gat=X G82gat=X G86gat=0 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=X G105gat=0 G108gat=X G112gat=0 G115gat=X,9.495606
G319gat,sa1,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=X G17gat=0 G21gat=1 G24gat=1 G27gat=0 G30gat=0 G34gat=1 G37gat=1 G40gat=0 G43gat=0 G47gat=1 G50gat=1 G53gat=0 G56gat=0 G60gat=1 G63gat=1 G66gat=0 G69gat=0 G73gat=1 G76gat=1 G79gat=0 G82gat=0 G86gat=1 G89gat=1 G92gat=0 G95gat=0 G99gat=1 G102gat=1 G105gat=0 G108gat=1 G112gat=1 G115gat=0,0.015509
G329gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=X G14gat=X G17gat=X G21gat=X G24gat=X G27gat=X G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.002509
G329gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.007524
G330gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.006508
G330gat,sa1,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.012854
G331gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=1 G17gat=1 G21gat=0 G24gat=1 G27gat=0 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,20.691986
G331gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=1 G21gat=1 G24gat=1 G27gat=0 G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.014512
G332gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=0 G27gat=X G30gat=1 G34gat=0 G37gat=1 G40gat=0 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,19.695651
G332gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=1 G34gat=1 G37gat=1 G40gat=0 G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.014509
G333gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=0 G50gat=1 G53gat=0 G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,19.996238
G333gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=1 G47gat=1 G50gat=1 G53gat=0 G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.015063
G334gat,sa0,YES,G1gat=1 G4gat=1 G8gat=0 G11gat=0 G14gat=1 G17gat=0 G21gat=X G24gat=0 G27gat=X G30gat=0 G34gat=X G37gat=0 G40gat=X G43gat=0 G47gat=X G50gat=0 G53gat=X G56gat=0 G60gat=X G63gat=0 G66gat=X G69gat=0 G73gat=X G76gat=0 G79gat=X G82gat=0 G86gat=X G89gat=0 G92gat=X G95gat=0 G99gat=X G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.020062
G334gat,sa1,YES,G1gat=0 G4gat=1 G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.007717
G335gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=0 G63gat=1 G66gat=0 G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,19.907828
G335gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=1 G60gat=1 G63gat=1 G66gat=0 G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.014509
G336gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=1 G21gat=1 G24gat=1 G27gat=0 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.011509
G336gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=0 G17gat=1 G21gat=1 G24gat=1 G27gat=0 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.006509
G337gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=0 G66gat=X G69gat=1 G73gat=0 G76gat=1 G79gat=0 G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,19.631783
G337gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=1 G73gat=1 G76gat=1 G79gat=0 G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.014975
G338gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=0 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.011509
G338gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=1 G40gat=0 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.00751
G339gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=0 G79gat=X G82gat=1 G86gat=0 G89gat=1 G92gat=0 G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,19.558879
G339gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=1 G86gat=1 G89gat=1 G92gat=0 G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=1 G112gat=0 G115gat=1,0.018566
G340gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=1 G47gat=1 G50gat=1 G53gat=0 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.012502
G340gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=1 G53gat=0 G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007708
G341gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=0 G102gat=1 G105gat=0 G108gat=X G112gat=X G115gat=X,20.52064
